State,Account length,Area code,International plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
WA,117,408,0,0,191.1,93,282.8,56,84.8,118,12.0,4,2
VA,146,415,0,0,205.4,101,134.9,77,310.5,83,10.3,2,3
WI,147,415,1,0,225.2,111,184.9,98,143.2,146,9.9,1,0
IN,68,510,0,0,249.9,127,254.5,118,273.2,98,8.9,6,2
NM,68,408,0,0,131.6,89,137.0,109,256.3,107,10.2,5,3
VT,159,415,0,0,275.8,103,189.5,108,223.9,93,7.4,5,2
AZ,134,415,0,40,142.9,105,88.6,61,290.0,96,10.8,6,1
VT,113,510,0,0,207.2,113,256.0,80,211.0,87,9.9,1,1
MO,132,408,0,0,206.2,100,211.2,118,196.2,122,10.2,6,1
NJ,93,510,1,38,225.7,117,119.6,122,193.2,125,14.0,7,1
WA,174,408,0,33,167.8,91,205.3,91,130.0,132,14.5,4,4
NY,61,415,0,0,197.7,118,152.2,96,221.0,93,7.0,3,2
DC,91,415,0,39,169.8,105,65.2,116,144.4,92,10.9,4,1
NE,88,408,0,28,190.6,104,237.3,105,211.6,116,9.8,1,2
MA,88,408,0,45,80.3,140,153.3,101,309.2,123,12.8,3,2
NM,182,415,0,0,69.1,114,230.3,109,256.7,96,6.5,4,0
CO,118,408,0,0,188.8,60,217.4,64,220.1,100,8.2,7,4
NH,103,408,0,0,150.6,125,169.1,126,221.2,104,10.4,8,8
IL,65,510,0,0,192.0,89,139.5,88,187.4,102,5.5,4,2
UT,61,408,0,25,163.7,78,113.2,112,134.1,118,9.9,3,3
WV,172,415,0,0,211.7,100,198.7,101,301.7,136,6.5,9,1
NJ,72,415,0,0,175.5,103,132.3,120,242.9,96,11.8,3,1
NM,113,510,0,0,150.1,120,200.1,85,266.7,105,11.0,3,2
NM,67,415,0,0,215.5,102,190.7,95,214.5,106,8.6,6,1
DE,136,415,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3
GA,71,415,0,0,258.4,132,126.8,119,182.4,87,9.7,8,4
HI,134,408,0,0,242.4,126,152.9,115,318.3,115,11.8,6,1
NJ,84,415,0,0,190.2,102,197.7,141,247.5,102,9.8,6,2
ME,39,408,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2
OK,110,510,0,0,188.0,127,90.5,118,150.3,64,15.3,3,3
TN,102,510,0,0,103.1,70,275.0,129,141.1,92,11.2,5,1
WY,70,415,0,0,175.4,130,159.5,130,260.6,96,11.6,4,0
NY,142,415,0,0,145.4,93,209.1,98,214.0,96,10.9,1,1
RI,17,415,0,0,161.5,123,214.2,81,315.0,106,8.6,5,1
PA,119,408,0,0,260.1,101,256.5,68,229.1,89,10.0,2,1
MD,108,415,1,42,130.1,90,167.0,128,244.7,80,13.6,5,3
VA,90,415,0,0,102.0,118,113.3,134,188.6,105,11.4,3,2
IN,100,415,0,33,218.7,104,155.0,144,99.0,117,12.1,4,1
OR,155,408,0,30,128.5,86,188.4,91,254.4,85,6.8,6,1
AZ,113,510,0,0,128.7,100,227.1,67,178.1,135,9.2,4,2
WI,123,415,0,0,172.2,92,162.6,76,250.3,101,8.7,4,1
VA,145,408,0,0,199.2,124,126.0,86,289.2,135,7.6,3,1
MO,42,415,0,0,184.5,98,200.5,93,279.2,91,8.8,3,2
NV,125,510,0,0,168.6,99,175.6,107,243.3,92,10.9,7,0
HI,131,415,0,30,174.0,118,205.3,81,218.2,90,6.7,3,1
WA,107,415,0,0,230.4,65,257.4,80,107.3,88,8.5,3,1
IL,48,408,0,0,198.2,73,202.8,115,146.4,73,5.1,5,1
IL,76,510,0,0,186.1,96,211.6,100,230.6,100,8.0,4,0
LA,128,415,0,0,148.5,105,243.0,106,255.2,114,6.8,2,1
WI,73,415,0,0,157.1,109,268.8,83,181.5,91,10.0,8,0
TX,52,415,0,0,155.0,110,133.4,104,176.1,84,7.0,4,4
NC,124,415,0,0,188.5,77,182.0,123,218.2,127,6.1,6,1
WA,137,408,0,0,208.8,120,225.3,100,221.6,130,11.1,5,0
MS,107,510,0,30,198.9,87,207.0,90,159.8,76,12.6,4,3
KY,147,408,0,0,212.8,79,204.1,91,156.2,113,10.2,2,1
RI,116,510,0,0,137.4,126,120.0,94,130.3,64,12.4,2,3
NY,60,510,0,31,191.8,75,267.8,135,200.5,62,12.8,3,2
TX,38,510,0,0,149.0,92,49.2,78,163.3,93,13.9,11,0
DE,63,408,0,0,117.1,118,249.6,90,162.2,84,11.1,4,3
NM,94,415,0,0,108.0,79,241.9,152,252.1,92,10.4,3,3
RI,131,415,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0
MS,158,510,0,0,175.9,105,188.3,88,188.3,98,11.0,6,1
NY,139,510,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1
WI,140,415,0,0,129.6,79,246.2,99,172.1,124,9.4,10,3
SD,52,510,0,20,133.3,63,184.1,123,272.9,107,13.5,2,1
VA,103,510,0,0,167.8,121,212.9,123,208.2,73,13.0,3,5
CO,85,510,0,21,283.2,110,239.7,108,149.5,80,6.3,1,5
WA,71,408,0,0,141.2,132,149.1,90,171.4,72,7.0,2,2
NV,177,415,0,27,230.2,106,196.1,78,215.4,108,10.4,2,1
SC,49,415,1,0,237.8,92,208.9,119,167.8,86,15.6,6,2
RI,106,510,1,0,204.0,84,168.5,61,164.0,102,13.3,3,3
ID,60,510,0,0,221.1,106,178.6,48,202.7,90,7.4,3,1
KY,43,408,0,0,177.2,93,142.6,60,314.1,144,12.7,2,4
SD,125,415,0,0,163.8,73,255.6,85,192.9,95,15.7,4,0
SC,114,510,0,4,141.3,96,230.4,88,223.7,85,9.4,3,3
TN,112,415,0,0,272.5,119,226.1,94,159.1,94,16.4,5,3
MT,101,408,0,16,118.9,112,228.3,97,180.1,111,8.2,5,2
WI,70,415,0,0,7.9,100,136.4,83,156.6,89,12.1,1,0
AK,59,408,0,0,159.5,96,167.2,123,138.6,106,10.2,4,0
AZ,59,408,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1
DE,99,415,0,0,140.7,88,210.9,98,229.9,125,12.4,4,2
VA,150,510,0,0,169.2,123,216.8,83,179.4,107,12.6,3,1
MA,81,510,0,0,220.8,77,148.5,87,183.9,100,7.6,3,2
IN,86,510,0,0,216.3,96,266.3,77,214.0,110,4.5,3,0
MD,84,510,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0
NV,118,510,0,35,256.3,119,258.1,91,215.5,130,11.7,1,1
CO,89,415,0,0,179.7,128,299.8,92,185.3,120,7.6,3,1
KS,93,415,0,0,266.0,120,130.1,84,165.8,63,13.1,6,3
AR,85,415,0,0,96.7,97,193.8,95,171.7,88,9.7,3,2
WY,160,408,0,0,82.7,116,194.6,95,159.0,54,10.9,9,0
PA,28,415,0,0,168.2,87,161.7,92,192.4,112,10.1,3,3
TX,73,408,0,0,286.4,109,178.2,67,214.2,152,10.7,14,1
NY,156,408,0,0,174.3,95,186.6,128,258.2,105,12.9,5,3
OR,33,415,1,0,190.6,100,161.7,104,189.9,136,13.0,6,1
CA,77,510,0,0,175.5,86,205.1,78,245.2,100,17.8,3,4
NY,119,415,0,0,133.4,102,204.6,71,196.9,103,11.1,7,1
AR,91,510,0,27,204.6,96,136.0,93,210.5,82,6.6,2,3
MI,102,510,0,0,242.2,88,233.2,89,188.5,121,6.2,6,3
OK,86,415,0,33,253.1,112,210.1,94,95.0,98,11.9,4,3
TX,82,415,0,0,130.0,110,185.3,88,178.7,105,8.3,4,0
NC,89,408,0,0,105.9,151,189.6,142,170.9,67,12.7,7,0
ID,86,415,0,0,194.2,98,193.8,95,192.0,123,9.3,7,3
OR,92,415,0,0,196.5,82,190.0,89,163.2,99,10.8,2,2
SD,87,510,0,0,184.5,81,172.0,103,183.4,96,13.7,3,3
NE,64,408,0,0,261.9,113,148.1,99,145.2,74,13.8,4,0
RI,80,510,0,0,202.4,118,260.2,67,177.4,112,9.2,5,3
MD,165,415,0,39,167.4,113,172.7,94,192.6,113,9.5,4,3
ID,153,415,0,22,167.7,104,246.8,91,203.9,117,7.5,11,1
SD,108,415,0,0,240.2,78,230.3,109,217.0,83,5.2,1,2
NY,104,415,0,26,189.1,112,178.2,97,199.3,104,11.1,4,1
DE,115,408,0,0,127.7,67,182.9,90,172.9,92,10.6,7,1
OK,87,415,0,0,205.2,106,99.5,122,189.5,75,13.4,3,1
IN,119,510,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2
NV,69,415,0,0,153.7,109,194.0,105,256.1,114,14.1,6,1
SD,93,510,0,0,328.1,106,151.7,89,303.5,114,8.7,3,1
OK,154,415,1,0,145.9,69,208.2,141,180.9,106,14.4,10,0
KS,57,415,0,37,201.2,76,280.1,122,154.2,110,11.8,1,1
IA,130,510,0,0,139.1,72,246.0,112,207.2,121,11.4,9,5
NJ,151,415,0,0,118.9,128,278.3,65,194.8,61,13.2,10,2
NJ,162,408,0,0,217.6,87,279.0,71,250.7,65,10.4,4,2
MT,60,415,0,0,145.0,133,209.1,92,328.5,112,14.6,2,1
IA,81,510,0,0,203.5,89,289.6,69,212.9,71,8.7,3,3
TX,136,408,0,0,269.8,106,228.8,101,257.5,106,10.1,8,1
MS,121,415,0,21,126.3,84,209.6,102,192.5,129,10.6,2,1
IA,105,510,0,15,88.1,125,175.9,142,269.9,85,9.7,1,2
WI,105,415,0,34,218.5,61,196.7,74,151.1,103,9.9,4,2
MT,51,415,0,26,236.8,61,263.4,97,181.1,91,11.2,8,1
GA,64,408,0,0,124.1,117,192.8,108,162.9,84,6.4,5,3
MT,80,510,1,30,184.2,132,167.5,109,212.8,114,10.0,10,0
ND,56,415,0,0,222.7,133,277.0,89,101.8,94,13.6,4,4
VT,120,415,0,0,149.2,98,193.6,88,248.9,119,11.1,5,1
SD,103,510,0,0,206.5,125,180.2,113,220.6,95,12.2,4,3
OH,164,510,0,27,159.7,102,168.8,113,244.1,127,9.6,9,3
OH,116,415,0,27,204.7,118,209.4,91,212.9,67,7.0,2,2
MT,121,408,0,0,213.2,79,120.7,116,244.4,102,7.5,4,1
NV,183,415,0,0,116.7,92,213.8,112,214.3,112,9.7,6,2
UT,104,408,0,0,263.4,101,235.5,117,102.0,146,13.0,4,0
NH,90,408,0,0,140.2,97,213.9,102,120.0,126,7.1,2,1
LA,82,415,0,0,197.7,101,127.6,83,142.1,103,13.5,3,1
NY,9,415,0,16,88.5,87,178.8,108,228.7,96,11.5,3,2
CT,97,415,0,0,215.3,58,242.4,91,279.8,105,12.1,9,0
MI,127,510,0,25,203.8,118,267.1,48,225.1,105,7.3,5,0
SD,125,510,0,34,268.4,112,222.2,108,117.6,102,10.3,3,0
ME,140,415,0,0,159.1,104,269.8,106,220.4,116,10.3,4,1
MD,90,415,0,0,114.4,122,127.7,154,253.1,109,10.1,5,2
VA,67,415,0,0,138.9,65,208.9,109,232.4,82,9.2,3,2
NJ,113,415,0,0,186.0,55,237.4,105,148.1,83,12.2,6,1
TN,121,510,0,26,170.4,91,254.5,90,219.6,122,15.1,5,0
DC,93,408,0,0,164.5,95,230.9,87,149.9,91,9.9,3,4
DC,121,408,0,0,168.6,121,168.6,94,95.3,59,12.3,4,1
OR,53,408,0,0,261.2,119,250.8,105,176.0,112,9.8,2,0
RI,75,415,0,0,190.5,91,178.4,75,162.4,113,13.1,5,1
AK,132,510,0,0,181.1,121,314.4,109,246.7,81,4.2,9,2
WI,162,408,0,0,177.1,131,114.7,122,153.6,88,6.5,6,3
IN,140,415,0,0,160.5,114,240.5,103,233.5,121,11.3,4,1
MI,91,408,0,0,134.7,116,295.3,98,195.5,121,6.6,5,2
ID,73,510,0,28,198.2,107,139.1,123,199.1,139,8.8,1,2
NH,95,408,1,0,228.9,134,255.7,71,208.0,120,10.1,2,4
MN,145,408,0,0,241.7,137,135.8,100,277.6,123,13.1,3,0
AZ,100,415,0,0,131.1,108,176.2,81,89.7,81,4.3,4,1
MN,122,415,0,0,234.1,101,200.2,121,237.4,89,13.1,9,2
MO,109,415,0,0,200.1,72,300.9,120,236.0,68,11.9,5,0
AL,82,408,0,0,154.0,107,94.4,114,287.6,95,10.1,7,1
PA,65,415,0,23,224.2,106,189.6,100,222.8,75,9.8,4,0
AK,52,510,0,0,148.3,83,181.6,79,155.6,104,8.3,6,3
MS,136,415,0,24,174.6,76,176.6,114,214.4,91,8.8,5,2
IA,75,415,0,0,138.5,110,153.2,86,215.6,103,11.1,7,1
WY,146,408,0,0,109.0,69,265.8,98,228.3,80,12.6,2,1
NE,105,408,0,0,162.3,99,212.5,95,214.7,114,11.1,8,4
ND,48,415,0,0,210.8,84,189.6,98,157.6,99,16.4,3,2
CT,45,415,0,0,142.4,107,318.7,78,224.1,108,11.1,7,1
NC,106,415,0,37,223.5,104,235.1,99,140.1,90,10.6,5,2
CT,33,510,0,0,182.5,65,232.1,96,149.2,82,7.5,2,2
WA,106,408,0,0,193.6,66,238.2,82,176.4,107,12.9,3,0
NV,141,415,0,0,192.4,111,156.9,87,175.8,82,11.0,6,0
KS,94,510,0,28,233.2,88,113.3,102,118.0,71,16.1,4,0
CO,65,510,0,0,158.8,53,188.5,132,189.3,87,9.8,4,2
MO,85,415,0,0,126.1,112,274.7,126,184.4,95,9.8,4,1
MA,71,510,0,0,290.4,108,253.9,92,263.3,126,10.1,5,3
NY,112,408,0,30,60.6,113,165.9,96,132.8,99,13.3,7,0
AK,110,415,0,0,148.4,95,193.8,98,206.0,106,6.9,6,0
WI,111,415,0,0,246.5,108,216.3,89,179.6,99,12.7,3,2
NH,74,408,0,0,298.1,112,201.3,100,214.7,88,9.7,4,2
TN,105,510,0,0,119.3,82,185.1,111,157.0,74,10.9,4,2
NY,40,408,0,0,242.5,82,232.9,97,154.0,86,9.6,7,0
GA,128,408,1,18,222.1,89,160.6,109,218.8,102,13.6,2,0
MN,123,408,0,0,236.2,135,273.9,88,227.0,77,10.1,6,2
MI,122,510,0,0,144.2,87,212.2,74,169.3,87,9.5,4,0
ID,114,408,0,19,154.6,100,241.6,109,160.0,112,12.6,1,3
CT,102,415,0,25,137.4,100,176.7,83,188.2,93,10.2,6,2
NC,126,415,0,0,103.7,93,127.0,107,329.3,66,14.4,1,0
LA,150,415,0,0,136.6,112,209.4,81,161.1,78,12.2,2,4
NJ,60,408,0,0,289.8,101,255.6,115,242.8,76,11.7,4,2
CA,138,510,1,0,196.2,129,176.5,86,232.4,108,15.2,1,0
MD,29,510,0,0,195.6,71,126.4,74,148.6,87,14.2,4,1
WY,111,415,0,0,222.2,96,162.5,111,184.9,120,11.9,7,4
TX,37,510,1,0,172.9,119,183.0,86,226.4,100,9.8,1,0
UT,81,510,0,0,154.5,84,216.2,91,229.8,82,13.7,3,1
WA,46,510,0,0,90.4,108,276.2,77,146.5,111,12.7,2,1
OH,125,408,0,0,106.1,95,157.6,113,192.5,69,8.1,3,1
KS,43,415,0,0,27.0,117,160.9,97,279.5,96,10.7,3,3
IN,94,510,0,0,245.0,112,180.4,91,262.9,105,9.7,6,1
VT,46,408,0,0,196.7,85,205.9,74,216.6,112,11.2,5,3
MT,73,408,0,26,131.2,98,106.5,97,221.7,96,10.2,6,2
CT,146,408,0,23,149.6,96,239.8,124,293.5,135,7.4,4,2
NM,93,415,0,0,239.8,70,251.8,99,168.6,112,10.9,10,1
OH,52,408,0,31,142.1,77,193.0,97,253.4,88,11.0,4,1
GA,202,510,0,0,115.4,137,178.7,70,185.7,113,6.0,3,3
MN,129,510,0,31,193.0,99,224.8,87,197.6,91,10.3,8,2
CT,94,415,0,0,206.1,49,224.6,115,256.7,74,13.0,1,1
AL,100,415,0,0,160.3,138,221.3,92,150.4,120,11.2,2,0
WV,43,415,0,0,199.9,108,288.4,80,180.6,103,11.3,7,1
NH,130,415,0,0,213.1,105,206.2,108,163.4,93,8.9,3,0
WY,124,415,0,0,178.3,102,235.0,120,239.7,119,10.9,1,3
VA,92,510,1,0,252.3,120,207.0,112,284.6,95,12.0,5,3
VT,48,415,0,0,197.7,64,136.7,126,244.4,81,13.2,5,4
OH,98,510,0,29,111.1,105,217.9,101,248.1,108,6.6,3,2
MT,100,415,0,0,96.5,86,210.2,133,146.4,106,12.5,3,1
MA,79,415,0,0,156.9,109,122.2,87,189.1,103,11.3,5,3
VA,164,415,0,0,123.3,78,170.0,85,165.9,78,12.7,2,1
AR,89,408,1,0,206.9,134,167.7,105,155.7,86,10.9,4,0
NE,126,415,0,0,249.8,96,261.9,92,166.8,108,12.7,4,3
WY,96,408,0,0,144.0,102,224.7,73,227.7,91,10.0,7,1
IA,120,415,0,33,299.5,83,163.4,84,146.7,88,11.6,5,0
SC,212,415,0,0,226.0,127,304.6,83,181.2,132,12.6,4,2
NC,72,415,0,0,137.6,106,143.5,94,273.7,110,9.6,6,2
HI,155,415,1,26,211.7,121,139.2,123,146.7,89,11.1,3,1
UT,89,415,0,0,89.7,80,179.8,81,145.7,120,9.5,4,2
WY,126,408,1,0,197.6,126,246.5,112,285.3,104,12.5,8,2
AL,172,408,0,0,270.0,102,256.6,111,168.5,104,12.0,5,2
WI,143,510,0,0,194.3,99,123.6,133,229.5,99,10.2,2,2
FL,166,510,1,0,47.7,89,264.4,95,235.2,97,13.2,3,0
KS,132,415,0,0,190.1,105,182.2,116,279.8,105,13.0,2,1
NV,94,408,1,0,89.5,94,339.9,106,172.9,76,7.9,1,1
NY,99,415,0,0,182.6,83,154.5,111,196.0,57,12.1,5,0
VA,136,415,0,35,205.5,86,298.5,119,214.2,104,6.9,4,1
KS,119,415,0,0,231.5,82,266.9,97,211.0,118,7.4,10,1
NC,115,510,1,0,251.3,69,252.5,96,118.3,112,9.9,1,3
MO,160,415,0,0,171.2,103,243.5,121,178.2,92,13.0,3,2
ND,166,510,0,0,197.9,89,251.0,113,138.3,85,11.2,2,2
CA,120,510,0,0,134.8,94,204.1,106,238.4,109,6.7,8,1
WV,173,415,0,0,191.4,114,168.5,138,109.3,99,10.3,3,1
IL,156,415,0,0,174.5,65,197.4,116,238.5,86,10.6,2,0
NY,70,415,0,0,177.4,125,226.2,104,254.1,72,10.9,4,0
NV,41,510,0,0,182.1,89,211.5,104,207.4,124,6.8,1,1
AL,132,408,0,0,222.4,85,165.4,76,208.4,97,11.2,4,0
KS,47,510,1,0,47.8,120,178.9,123,152.6,96,13.3,7,0
ND,160,510,0,0,121.8,97,89.3,97,150.7,92,10.3,5,1
OK,180,415,0,0,143.5,121,189.3,111,174.9,82,8.8,5,3
UT,93,415,0,0,164.9,68,210.4,86,229.4,104,7.8,4,2
OH,109,415,0,0,193.6,58,148.7,115,282.5,105,13.1,1,2
WY,80,510,0,0,101.1,121,263.2,110,137.7,74,7.3,5,0
NM,54,415,0,24,92.3,88,193.1,98,99.3,119,11.6,3,2
AL,121,415,0,0,168.9,128,123.9,99,266.3,105,2.9,7,2
DC,157,510,0,29,219.2,102,206.0,109,192.4,117,15.0,5,1
ID,170,510,0,37,178.1,130,242.8,103,243.0,93,13.0,4,0
AR,138,510,0,0,146.5,101,284.5,142,176.0,98,14.0,6,3
ID,92,415,0,31,172.3,116,266.2,91,228.2,90,11.8,5,1
WA,167,415,0,0,169.2,124,173.3,108,216.5,64,12.4,4,4
UT,91,510,0,0,123.8,107,319.0,125,237.6,78,7.3,4,2
RI,127,510,0,0,96.0,117,177.0,68,162.2,127,9.7,4,3
NC,88,408,0,27,93.4,106,252.0,92,189.0,104,10.9,1,1
TX,123,408,0,0,257.9,92,211.6,71,189.3,104,9.4,2,2
DE,136,408,1,29,85.2,98,230.4,85,243.6,104,9.0,3,2
MS,68,415,0,34,160.0,72,184.5,119,208.3,101,6.1,10,1
OH,132,415,0,10,182.9,54,292.4,68,142.3,116,11.5,4,0
LA,133,415,0,0,216.2,67,222.2,133,192.0,95,3.1,1,2
FL,127,415,0,0,261.7,105,181.8,107,100.9,131,3.3,5,0
WV,121,510,0,0,177.2,142,123.5,88,213.2,51,8.4,6,1
NY,116,510,0,0,89.5,128,180.8,137,193.1,94,14.0,3,2
PA,97,510,1,0,145.0,103,294.3,93,239.8,120,11.0,2,4
MS,43,510,0,0,159.5,99,119.7,149,173.9,126,6.8,3,2
IN,110,415,0,0,151.8,106,138.0,126,233.5,112,11.2,8,3
VA,67,408,0,0,176.2,120,236.0,138,152.5,104,10.6,4,1
MN,166,408,0,0,152.1,95,121.0,105,198.0,126,9.8,5,0
DE,129,408,0,0,161.3,122,220.6,95,224.7,104,9.6,3,1
OR,103,510,1,0,171.7,78,144.5,86,157.9,106,6.8,3,3
UT,71,415,0,0,278.9,110,190.2,67,255.2,84,11.7,7,0
CT,112,415,0,27,213.0,121,226.2,101,189.8,99,11.1,3,4
AL,8,415,0,36,242.9,67,170.9,59,177.3,130,4.8,12,1
TX,98,415,0,0,217.2,121,303.4,73,197.1,71,12.4,2,0
CT,90,415,0,0,175.9,111,285.2,115,150.8,122,13.0,7,1
MS,13,415,0,0,303.2,133,170.5,86,227.6,80,11.5,3,0
AR,58,415,0,0,238.9,107,187.2,88,181.1,84,11.8,3,2
CA,137,415,0,22,189.6,42,179.0,137,179.6,126,11.4,5,2
MI,116,408,0,0,133.3,94,247.8,126,219.0,78,11.3,5,5
WV,94,415,0,28,92.7,107,127.8,86,225.6,86,9.9,4,3
DE,87,415,0,0,177.2,72,248.9,105,200.8,87,8.6,7,3
FL,120,415,0,0,184.5,103,209.0,86,169.7,70,10.2,6,2
AK,97,415,0,24,176.1,109,159.4,81,269.1,94,12.1,9,0
ID,134,415,0,0,204.7,108,143.1,105,165.8,84,11.0,4,6
OH,68,510,0,0,143.6,80,134.3,65,215.6,84,15.5,5,2
NH,93,408,0,0,179.3,93,188.8,65,253.2,88,12.1,5,1
MA,120,415,0,0,137.3,100,212.2,129,152.7,92,10.5,2,1
SC,41,408,0,0,237.8,92,223.5,155,217.4,90,10.2,6,2
OR,80,510,0,0,203.7,92,216.4,97,154.2,66,7.6,5,2
OH,83,415,0,25,191.3,95,250.7,136,249.4,86,17.6,5,2
NC,109,510,1,0,209.1,141,205.0,93,119.4,111,7.8,3,2
KY,66,510,0,33,88.8,104,109.6,94,172.7,107,7.1,9,3
WA,89,510,0,0,137.9,96,192.6,63,255.7,125,11.0,5,1
RI,117,408,0,13,207.6,65,152.7,77,232.8,95,9.7,3,1
KS,128,510,0,0,268.1,95,120.5,126,220.8,121,14.4,6,2
NV,88,415,0,0,166.7,61,179.3,88,242.7,131,6.8,7,4
FL,22,415,0,0,181.8,108,198.6,148,206.6,96,9.3,3,2
WY,78,415,0,0,147.1,80,199.7,100,160.7,106,13.7,7,0
WA,56,415,0,29,37.7,115,144.1,111,226.6,101,4.9,3,1
CO,192,415,0,0,185.0,88,224.9,98,212.4,105,11.4,3,2
WI,70,415,0,0,156.4,108,171.0,116,196.1,96,8.6,4,2
KS,148,510,0,0,239.3,84,195.7,85,232.6,104,10.9,3,1
MT,119,510,0,0,134.9,70,211.5,74,188.5,105,11.3,6,1
CO,80,415,0,0,194.8,116,209.9,93,194.1,100,12.8,3,0
FL,113,510,0,0,92.6,85,177.6,92,159.8,72,14.4,4,3
VT,75,510,0,0,209.4,133,211.5,121,291.2,123,7.2,4,1
OH,80,415,0,0,197.6,83,164.5,86,94.0,98,6.4,6,1
NH,148,408,0,0,17.6,121,161.7,125,203.1,82,10.6,6,1
FL,97,415,0,28,202.3,97,69.2,84,257.6,64,6.7,3,1
MD,166,415,0,0,136.1,116,181.4,93,131.4,108,11.3,4,0
WY,94,408,0,0,207.0,109,167.4,80,238.2,117,2.6,6,1
FL,85,408,0,33,207.9,95,233.5,88,221.3,92,13.5,3,1
TN,80,415,1,0,276.5,122,195.6,79,210.3,78,7.2,3,1
NC,210,415,0,31,313.8,87,147.7,103,192.7,97,10.1,7,3
IN,88,415,1,25,288.5,114,203.4,74,228.4,117,13.0,5,1
WV,154,408,0,35,64.9,76,184.1,91,151.6,75,14.6,1,1
UT,32,510,0,26,243.5,137,236.8,108,173.3,149,9.0,9,1
GA,18,408,0,0,197.0,97,203.7,107,202.0,105,8.7,3,3
AK,126,415,0,31,278.0,88,253.2,65,223.2,114,8.7,4,0
UT,144,510,0,37,219.9,102,222.1,77,118.5,111,10.0,4,1
AR,86,408,0,16,145.7,88,191.0,129,215.5,82,11.3,7,0
AK,138,415,0,37,75.8,102,173.6,147,162.6,96,8.2,13,0
AK,146,415,0,0,195.9,86,228.6,82,303.5,94,12.2,4,3
WV,74,510,0,0,124.0,102,262.1,101,268.2,98,11.7,2,2
CT,48,415,0,0,171.9,98,159.0,127,139.5,101,7.6,3,2
GA,74,510,0,31,249.4,70,209.5,59,180.6,75,9.9,2,4
NV,105,415,1,0,228.4,100,145.1,108,245.3,140,7.7,7,0
VT,157,510,0,0,168.6,71,205.1,48,175.8,88,5.9,2,3
DC,217,415,0,0,123.7,138,248.5,105,269.6,78,13.3,4,0
TN,68,415,0,0,178.7,61,252.3,84,255.7,76,8.4,4,1
OR,80,415,0,0,113.2,86,185.5,97,237.3,145,9.5,5,1
MS,38,415,0,25,142.4,106,313.7,109,126.6,117,13.4,6,2
NC,107,415,0,38,204.2,57,205.9,92,286.5,80,8.3,4,0
CO,140,415,0,0,149.7,71,212.5,97,245.9,67,12.6,4,3
AR,98,415,0,0,227.1,116,120.5,103,117.0,102,4.7,4,5
PA,114,415,0,0,155.3,75,169.9,87,207.0,133,12.6,5,2
MN,46,408,0,0,156.4,105,185.5,98,226.7,96,11.8,3,1
NM,118,415,0,42,148.7,105,167.3,105,270.6,105,10.4,7,0
UT,37,510,0,0,271.7,112,155.1,96,199.5,97,6.6,4,3
NE,34,415,0,0,193.7,74,126.9,84,221.2,166,8.8,4,0
NV,113,510,0,0,245.3,108,259.9,140,204.3,115,10.7,2,3
OR,69,408,0,0,196.1,87,236.8,66,182.3,75,11.9,1,0
NJ,59,510,1,31,225.0,78,191.3,79,226.7,79,9.1,3,1
WV,59,510,0,0,189.7,100,115.9,133,220.6,115,7.4,4,0
OR,190,415,0,0,142.9,96,177.9,96,113.3,117,6.6,4,0
KY,109,415,0,0,175.6,80,238.0,94,198.4,103,10.2,6,1
MO,136,415,0,0,92.4,109,219.0,115,212.6,80,12.9,4,2
TX,86,510,0,0,92.8,92,159.6,87,148.7,115,8.8,5,1
MN,100,415,0,27,221.7,100,236.1,70,192.7,91,8.0,4,0
FL,106,510,0,0,159.6,94,276.8,118,223.5,65,8.8,3,0
WV,129,415,0,0,159.1,100,202.5,90,233.1,96,11.5,6,2
IN,205,510,0,0,49.9,123,150.7,81,188.2,67,10.1,4,2
OK,93,415,0,32,116.9,120,232.4,97,127.7,112,11.0,9,0
DE,99,415,0,0,254.4,120,159.3,92,264.4,94,6.0,5,1
IL,71,415,0,0,207.0,112,173.8,96,178.4,61,12.1,3,1
UT,4,510,1,0,145.3,89,303.8,93,206.1,82,8.9,4,0
IL,148,408,0,25,230.7,102,233.8,109,215.8,90,13.5,2,3
WA,141,415,0,0,151.5,104,242.2,114,304.2,109,10.8,2,1
NM,56,408,0,0,146.1,57,196.2,97,310.1,110,9.2,3,0
VA,43,408,0,35,200.2,105,244.4,88,207.2,97,11.6,4,3
MT,42,415,0,0,150.7,52,246.7,96,103.8,118,7.0,4,2
CT,135,415,1,0,186.0,107,66.0,94,213.1,105,12.9,4,1
AL,106,415,0,0,212.9,110,187.0,69,128.1,71,6.3,3,3
WV,106,510,0,0,194.8,133,213.4,73,190.8,92,11.5,7,0
MO,83,415,0,30,272.5,105,253.0,83,180.8,123,8.7,6,3
ND,110,415,0,0,135.1,109,205.2,99,166.3,119,11.7,4,1
GA,109,510,0,35,230.5,116,265.8,130,269.7,69,10.6,6,5
LA,124,510,0,0,143.3,120,230.7,111,214.3,91,7.8,2,4
